chapter,method,turn_id,text,speaker,character
3,chapter_all_gpt-4o-mini_individual,12,"Everybody said how well she looked; and Mr. Bingley thought her quite beautiful, and danced with her twice.",Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,12,"Only think of _that_, my dear: he actually danced with her twice; and she was the only creature in the room that he asked a second time.",Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,12,"Only think of _that_, my dear: he actually danced with her twice; and she was the only creature in the room that he asked a second time.",Mrs. Bennet,Jane
3,chapter_all_gpt-4o-mini_individual,12,"First of all, he asked Miss Lucas.",Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,12,"First of all, he asked Miss Lucas.",Mrs. Bennet,Maria Lucas
3,chapter_all_gpt-4o-mini_individual,12,"I was so vexed to see him stand up with her; but, however, he did not admire her at all; indeed, nobody can, you know; and he seemed quite struck with Jane as she was going down the dance.",Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,12,"I was so vexed to see him stand up with her; but, however, he did not admire her at all; indeed, nobody can, you know; and he seemed quite struck with Jane as she was going down the dance.",Mrs. Bennet,Jane
3,chapter_all_gpt-4o-mini_individual,12,"So he inquired who she was, and got introduced, and asked her for the two next.",Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,12,"So he inquired who she was, and got introduced, and asked her for the two next.",Mrs. Bennet,Jane
3,chapter_all_gpt-4o-mini_individual,12,"Then, the two third he danced with Miss King, and the two fourth with Maria Lucas, and the two fifth with Jane again, and the two sixth with Lizzy, and the _Boulanger_----",Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,12,"Then, the two third he danced with Miss King, and the two fourth with Maria Lucas, and the two fifth with Jane again, and the two sixth with Lizzy, and the _Boulanger_----",Mrs. Bennet,Maria Lucas
3,chapter_all_gpt-4o-mini_individual,12,"Then, the two third he danced with Miss King, and the two fourth with Maria Lucas, and the two fifth with Jane again, and the two sixth with Lizzy, and the _Boulanger_----",Mrs. Bennet,Jane
3,chapter_all_gpt-4o-mini_individual,13,"If he had had any compassion for _me_,",Mr. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,14,he would not have danced half so much!,Mr. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,14,"For God’s sake, say no more of his partners.",Mr. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,14,O that he had sprained his ancle in the first dance!,Mr. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,15,"Oh, my dear,",Mrs. Bennet,Mr. Bennet
3,chapter_all_gpt-4o-mini_individual,16,I am quite delighted with him.,Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,16,He is so excessively handsome!,Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,16,and his sisters are charming women.,Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,16,and his sisters are charming women.,Mrs. Bennet,Miss Bingley
3,chapter_all_gpt-4o-mini_individual,16,I never in my life saw anything more elegant than their dresses.,Mrs. Bennet,Mr. Bingley
3,chapter_all_gpt-4o-mini_individual,16,I dare say the lace upon Mrs. Hurst’s gown----,Mrs. Bennet,Mr. Hurst
3,chapter_all_gpt-4o-mini_individual,18,"that Lizzy does not lose much by not suiting _his_ fancy; for he is a most disagreeable, horrid man, not at all worth pleasing.",Mrs. Bennet,Elizabeth
3,chapter_all_gpt-4o-mini_individual,18,"that Lizzy does not lose much by not suiting _his_ fancy; for he is a most disagreeable, horrid man, not at all worth pleasing.",Mrs. Bennet,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,18,"So high and so conceited, that there was no enduring him!",Mrs. Bennet,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,18,"He walked here, and he walked there, fancying himself so very great!",Mrs. Bennet,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,18,"I wish you had been there, my dear, to have given him one of your set-downs.",Mrs. Bennet,Jane
3,chapter_all_gpt-4o-mini_individual,18,"I wish you had been there, my dear, to have given him one of your set-downs.",Mrs. Bennet,Mr. Darcy
3,chapter_all_gpt-4o-mini_individual,18,I quite detest the man.,Mrs. Bennet,Mr. Darcy
2,chapter_all_gpt-4o-mini_individual,0,"I hope Mr. Bingley will like it, Lizzy.",Mr. Bennet,Elizabeth
2,chapter_all_gpt-4o-mini_individual,0,"I hope Mr. Bingley will like it, Lizzy.",Mr. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,1,"We are not in a way to know _what_ Mr. Bingley likes,",Mrs. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,2,since we are not to visit.,Mrs. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,3,"But you forget, mamma,",Elizabeth,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,4,"that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.",Elizabeth,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,4,"that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.",Elizabeth,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,5,I do not believe Mrs. Long will do any such thing.,Mrs. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,5,She has two nieces of her own.,Mrs. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,5,"She is a selfish, hypocritical woman, and I have no opinion of her.",Mrs. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,7,and I am glad to find that you do not depend on her serving you.,Mr. Bennet,Elizabeth
2,chapter_all_gpt-4o-mini_individual,7,and I am glad to find that you do not depend on her serving you.,Mr. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,8,"Don’t keep coughing so, Kitty, for heaven’s sake!",Mrs. Bennet,Kitty
2,chapter_all_gpt-4o-mini_individual,9,"Kitty has no discretion in her coughs,",Kitty,Kitty
2,chapter_all_gpt-4o-mini_individual,10,she times them ill.,Mr. Bennet,Kitty
2,chapter_all_gpt-4o-mini_individual,12,"When is your next ball to be, Lizzy?",Kitty,Elizabeth
2,chapter_all_gpt-4o-mini_individual,12,"When is your next ball to be, Lizzy?",Kitty,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,15,"and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.",Mrs. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,15,"and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.",Mrs. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,16,"Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.",Mr. Bennet,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,16,"Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.",Mr. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,16,"Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.",Mr. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,17,"Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing?",Mrs. Bennet,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,17,"Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing?",Mrs. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,18,One cannot know what a man really is by the end of a fortnight.,Mr. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,18,"But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.",Mr. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,18,"But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.",Mr. Bennet,Mrs. Long
2,chapter_all_gpt-4o-mini_individual,18,"But if _we_ do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.",Mr. Bennet,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,20,What can be the meaning of that emphatic exclamation?,Mr. Bennet,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,21,"Do you consider the forms of introduction, and the stress that is laid on them, as nonsense?",Mr. Bennet,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,21,I cannot quite agree with you _there_.,Mr. Bennet,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,21,"What say you, Mary?",Mr. Bennet,Mary
2,chapter_all_gpt-4o-mini_individual,21,"For you are a young lady of deep reflection, I know, and read great books, and make extracts.",Mr. Bennet,Mary
2,chapter_all_gpt-4o-mini_individual,22,"While Mary is adjusting her ideas,",Mr. Bennet,Mary
2,chapter_all_gpt-4o-mini_individual,23,let us return to Mr. Bingley.,Mr. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,24,"I am sick of Mr. Bingley,",Mrs. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,25,I am sorry to hear _that_; but why did you not tell me so before?,Mr. Bennet,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,25,I am sorry to hear _that_; but why did you not tell me so before?,Mr. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,25,"If I had known as much this morning, I certainly would not have called on him.",Mr. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,26,"How good it was in you, my dear Mr. Bennet!",Mrs. Bennet,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,26,But I knew I should persuade you at last.,Mrs. Bennet,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,26,I was sure you loved your girls too well to neglect such an acquaintance.,Mrs. Bennet,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,26,I was sure you loved your girls too well to neglect such an acquaintance.,Mrs. Bennet,Mr. Bingley
2,chapter_all_gpt-4o-mini_individual,26,"And it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.",Mrs. Bennet,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,27,"Now, Kitty, you may cough as much as you choose,",Mr. Bennet,Kitty
2,chapter_all_gpt-4o-mini_individual,28,"What an excellent father you have, girls,",Mrs. Bennet,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,29,"I do not know how you will ever make him amends for his kindness; or me either, for that matter.",Mrs. Bennet,Kitty
2,chapter_all_gpt-4o-mini_individual,29,"I do not know how you will ever make him amends for his kindness; or me either, for that matter.",Mrs. Bennet,Mr. Bennet
2,chapter_all_gpt-4o-mini_individual,29,"Lydia, my love, though you _are_ the youngest, I dare say Mr. Bingley will dance with you at the next ball.",Mrs. Bennet,Lydia
2,chapter_all_gpt-4o-mini_individual,29,"Lydia, my love, though you _are_ the youngest, I dare say Mr. Bingley will dance with you at the next ball.",Mrs. Bennet,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,5,Yes--if Darcy does not put it off again.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,5,But I am at his disposal.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,5,He arranges the business just as he pleases.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,6,"And if not able to please himself in the arrangement, he has at least great pleasure in the power of choice.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,6,I do not know anybody who seems more to enjoy the power of doing what he likes than Mr. Darcy.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,7,"He likes to have his own way very well,",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,8,"It is only that he has better means of having it than many others, because he is rich, and many others are poor.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,9,"Now, seriously, what have you ever known of self-denial and dependence?",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,9,When have you been prevented by want of money from going wherever you chose or procuring anything you had a fancy for?,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,13,"Is this,",,Colonel Fitzwilliam
33,chapter_all_gpt-4o-mini_individual,15,"And pray, what is the usual price of an earl’s younger son?",,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,15,"Unless the elder brother is very sickly, I suppose you would not ask above fifty thousand pounds.",,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,16,I imagine your cousin brought you down with him chiefly for the sake of having somebody at his disposal.,,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,16,I imagine your cousin brought you down with him chiefly for the sake of having somebody at his disposal.,,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,16,"I wonder he does not marry, to secure a lasting convenience of that kind.",,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,16,"But, perhaps, his sister does as well for the present; and, as she is under his sole care, he may do what he likes with her.",,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,16,"But, perhaps, his sister does as well for the present; and, as she is under his sole care, he may do what he likes with her.",,Miss Darcy
33,chapter_all_gpt-4o-mini_individual,18,that is an advantage which he must divide with me.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,18,I am joined with him in the guardianship of Miss Darcy.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,18,I am joined with him in the guardianship of Miss Darcy.,Colonel Fitzwilliam,Miss Darcy
33,chapter_all_gpt-4o-mini_individual,19,And pray what sort of a guardian do you make?,,Colonel Fitzwilliam
33,chapter_all_gpt-4o-mini_individual,19,Does your charge give you much trouble?,,Colonel Fitzwilliam
33,chapter_all_gpt-4o-mini_individual,19,Does your charge give you much trouble?,,Miss Darcy
33,chapter_all_gpt-4o-mini_individual,19,"Young ladies of her age are sometimes a little difficult to manage; and if she has the true Darcy spirit, she may like to have her own way.",,Miss Darcy
33,chapter_all_gpt-4o-mini_individual,20,I never heard any harm of her; and I dare say she is one of the most tractable creatures in the world.,,Miss Darcy
33,chapter_all_gpt-4o-mini_individual,20,"She is a very great favourite with some ladies of my acquaintance, Mrs. Hurst and Miss Bingley.",,Miss Bingley
33,chapter_all_gpt-4o-mini_individual,20,"She is a very great favourite with some ladies of my acquaintance, Mrs. Hurst and Miss Bingley.",,Mrs. Hurst
33,chapter_all_gpt-4o-mini_individual,20,I think I have heard you say that you know them.,,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,20,I think I have heard you say that you know them.,,Miss Bingley
33,chapter_all_gpt-4o-mini_individual,21,"Their brother is a pleasant, gentlemanlike man--he is a great friend of Darcy’s.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,23,"Mr. Darcy is uncommonly kind to Mr. Bingley, and takes a prodigious deal of care of him.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,23,"Mr. Darcy is uncommonly kind to Mr. Bingley, and takes a prodigious deal of care of him.",Colonel Fitzwilliam,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,24,Care of him!,Colonel Fitzwilliam,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,24,"Yes, I really believe Darcy _does_ take care of him in those points where he most wants care.",Colonel Fitzwilliam,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,24,"Yes, I really believe Darcy _does_ take care of him in those points where he most wants care.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,24,"From something that he told me in our journey hither, I have reason to think Bingley very much indebted to him.",Colonel Fitzwilliam,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,24,"From something that he told me in our journey hither, I have reason to think Bingley very much indebted to him.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,24,"But I ought to beg his pardon, for I have no right to suppose that Bingley was the person meant.",Colonel Fitzwilliam,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,24,"But I ought to beg his pardon, for I have no right to suppose that Bingley was the person meant.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,26,"It is a circumstance which Darcy of course could not wish to be generally known, because if it were to get round to the lady’s family it would be an unpleasant thing.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,26,"It is a circumstance which Darcy of course could not wish to be generally known, because if it were to get round to the lady’s family it would be an unpleasant thing.",Colonel Fitzwilliam,Miss Bingley
33,chapter_all_gpt-4o-mini_individual,28,"What he told me was merely this: that he congratulated himself on having lately saved a friend from the inconveniences of a most imprudent marriage, but without mentioning names or any other particulars; and I only suspected it to be Bingley from believing him the kind of young man to get into a scrape of that sort, and from knowing them to have been together the whole of last summer.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,28,"What he told me was merely this: that he congratulated himself on having lately saved a friend from the inconveniences of a most imprudent marriage, but without mentioning names or any other particulars; and I only suspected it to be Bingley from believing him the kind of young man to get into a scrape of that sort, and from knowing them to have been together the whole of last summer.",Colonel Fitzwilliam,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,29,Did Mr. Darcy give you his reasons for this interference?,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,30,I understood that there were some very strong objections against the lady.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,31,And what arts did he use to separate them?,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,35,Why was he to be the judge?,,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,36,You are rather disposed to call his interference officious?,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,37,"I do not see what right Mr. Darcy had to decide on the propriety of his friend’s inclination; or why, upon his own judgment alone, he was to determine and direct in what manner that friend was to be happy.",,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,37,"I do not see what right Mr. Darcy had to decide on the propriety of his friend’s inclination; or why, upon his own judgment alone, he was to determine and direct in what manner that friend was to be happy.",,Mr. Bingley
33,chapter_all_gpt-4o-mini_individual,38,"as we know none of the particulars, it is not fair to condemn him.",Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,38,It is not to be supposed that there was much affection in the case.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,40,but it is lessening the honour of my cousin’s triumph very sadly.,Colonel Fitzwilliam,Mr. Darcy
33,chapter_all_gpt-4o-mini_individual,41,"There were some very strong objections against the lady,",Colonel Fitzwilliam,Jane
33,chapter_all_gpt-4o-mini_individual,42,"To Jane herself,",,Jane
33,chapter_all_gpt-4o-mini_individual,43,"there could be no possibility of objection,--all loveliness and goodness as she is!",,Jane
33,chapter_all_gpt-4o-mini_individual,43,"Her understanding excellent, her mind improved, and her manners captivating.",,Jane
33,chapter_all_gpt-4o-mini_individual,43,"Neither could anything be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach.",,Mr. Bennet
33,chapter_all_gpt-4o-mini_individual,43,"Neither could anything be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach.",,Mr. Darcy
27,chapter_all_gpt-4o-mini_individual,0,"But, my dear Elizabeth,",Mrs. Gardiner,Elizabeth
27,chapter_all_gpt-4o-mini_individual,2,"Pray, my dear aunt, what is the difference in matrimonial affairs, between the mercenary and the prudent motive?",Elizabeth,Mrs. Gardiner
27,chapter_all_gpt-4o-mini_individual,2,"Last Christmas you were afraid of his marrying me, because it would be imprudent; and now, because he is trying to get a girl with only ten thousand pounds, you want to find out that he is mercenary.",Elizabeth,Mrs. Gardiner
27,chapter_all_gpt-4o-mini_individual,2,"Last Christmas you were afraid of his marrying me, because it would be imprudent; and now, because he is trying to get a girl with only ten thousand pounds, you want to find out that he is mercenary.",Elizabeth,Wickham
27,chapter_all_gpt-4o-mini_individual,3,"If you will only tell me what sort of girl Miss King is, I shall know what to think.",Mrs. Gardiner,Elizabeth
27,chapter_all_gpt-4o-mini_individual,5,But he paid her not the smallest attention till her grandfather’s death made her mistress of this fortune?,Elizabeth,Wickham
27,chapter_all_gpt-4o-mini_individual,6,No--why should he?,Elizabeth,Wickham
27,chapter_all_gpt-4o-mini_individual,6,"If it were not allowable for him to gain _my_ affections, because I had no money, what occasion could there be for making love to a girl whom he did not care about, and who was equally poor?",Elizabeth,Wickham
27,chapter_all_gpt-4o-mini_individual,7,But there seems indelicacy in directing his attentions towards her so soon after this event.,Mrs. Gardiner,Wickham
27,chapter_all_gpt-4o-mini_individual,9,_Her_ not objecting does not justify _him_.,Jane,Wickham
27,chapter_all_gpt-4o-mini_individual,11,"_He_ shall be mercenary, and _she_ shall be foolish.",Elizabeth,Wickham
27,chapter_all_gpt-4o-mini_individual,12,"No, Lizzy, that is what I do _not_ choose.",Mrs. Gardiner,Elizabeth
27,chapter_all_gpt-4o-mini_individual,12,"I should be sorry, you know, to think ill of a young man who has lived so long in Derbyshire.",Mrs. Gardiner,Elizabeth
27,chapter_all_gpt-4o-mini_individual,12,"I should be sorry, you know, to think ill of a young man who has lived so long in Derbyshire.",Mrs. Gardiner,Wickham
27,chapter_all_gpt-4o-mini_individual,13,"Oh, if that is all, I have a very poor opinion of young men who live in Derbyshire; and their intimate friends who live in Hertfordshire are not much better.",Elizabeth,Wickham
27,chapter_all_gpt-4o-mini_individual,13,Thank heaven!,Elizabeth,Wickham
27,chapter_all_gpt-4o-mini_individual,14,"Take care, Lizzy; that speech savours strongly of disappointment.",Mrs. Gardiner,Elizabeth
27,chapter_all_gpt-4o-mini_individual,17,"My dear, dear aunt,",Elizabeth,Mrs. Gardiner
27,chapter_all_gpt-4o-mini_individual,18,What are men to rocks and mountains?,Elizabeth,Wickham
23,chapter_all_gpt-4o-mini_individual,0,"Sir William, how can you tell such a story?",Lydia,Sir William Lucas
23,chapter_all_gpt-4o-mini_individual,0,Do not you know that Mr. Collins wants to marry Lizzy?,Lydia,Sir William Lucas
23,chapter_all_gpt-4o-mini_individual,0,Do not you know that Mr. Collins wants to marry Lizzy?,Lydia,Mr. Collins
23,chapter_all_gpt-4o-mini_individual,0,Do not you know that Mr. Collins wants to marry Lizzy?,Lydia,Elizabeth
23,chapter_all_gpt-4o-mini_individual,1,"Indeed, Mr. Bennet,",Mrs. Bennet,Mr. Bennet
23,chapter_all_gpt-4o-mini_individual,2,"it is very hard to think that Charlotte Lucas should ever be mistress of this house, that _I_ should be forced to make way for _her_, and live to see her take my place in it!",Mrs. Bennet,Charlotte Lucas
23,chapter_all_gpt-4o-mini_individual,4,I cannot bear to think that they should have all this estate.,Mrs. Bennet,Charlotte Lucas
23,chapter_all_gpt-4o-mini_individual,5,What should not you mind?,Mr. Bennet,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,7,Let us be thankful that you are preserved from a state of such insensibility.,Mr. Bennet,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,8,"I never can be thankful, Mr. Bennet, for anything about the entail.",Mrs. Bennet,Mr. Bennet
23,chapter_all_gpt-4o-mini_individual,8,"How anyone could have the conscience to entail away an estate from one’s own daughters I cannot understand; and all for the sake of Mr. Collins, too!",Mrs. Bennet,Mr. Collins
23,chapter_all_gpt-4o-mini_individual,8,Why should _he_ have it more than anybody else?,Mrs. Bennet,Mr. Collins
23,chapter_all_gpt-4o-mini_individual,9,"I leave it to yourself to determine,",Mr. Bennet,Mrs. Bennet
37,chapter_all_gpt-4o-mini_individual,0,What would she have said?,Elizabeth,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,0,how would she have behaved?,Elizabeth,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,1,"I assure you, I feel it exceedingly,",Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,2,But so they always are.,Lady Catherine de Bourgh,Mr. Darcy
37,chapter_all_gpt-4o-mini_individual,2,"The dear Colonel rallied his spirits tolerably till just at last; but Darcy seemed to feel it most acutely--more, I think, than last year.",Lady Catherine de Bourgh,Colonel Fitzwilliam
37,chapter_all_gpt-4o-mini_individual,2,"The dear Colonel rallied his spirits tolerably till just at last; but Darcy seemed to feel it most acutely--more, I think, than last year.",Lady Catherine de Bourgh,Mr. Darcy
37,chapter_all_gpt-4o-mini_individual,2,His attachment to Rosings certainly increases.,Lady Catherine de Bourgh,Mr. Darcy
37,chapter_all_gpt-4o-mini_individual,3,"Mrs. Collins will be very glad of your company, I am sure.",Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,3,"Mrs. Collins will be very glad of your company, I am sure.",Lady Catherine de Bourgh,Mrs. Bennet
37,chapter_all_gpt-4o-mini_individual,4,"I am much obliged to your Ladyship for your kind invitation,",Elizabeth,Lady Catherine de Bourgh
37,chapter_all_gpt-4o-mini_individual,6,"Why, at that rate, you will have been here only six weeks.",Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,6,I expected you to stay two months.,Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,6,I told Mrs. Collins so before you came.,Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,6,There can be no occasion for your going so soon.,Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,6,Mrs. Bennet could certainly spare you for another fortnight.,Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,6,Mrs. Bennet could certainly spare you for another fortnight.,Lady Catherine de Bourgh,Mrs. Bennet
37,chapter_all_gpt-4o-mini_individual,7,But my father cannot.,Elizabeth,Mr. Bennet
37,chapter_all_gpt-4o-mini_individual,8,"Oh, your father, of course, may spare you, if your mother can.",Lady Catherine de Bourgh,Mr. Bennet
37,chapter_all_gpt-4o-mini_individual,8,"Oh, your father, of course, may spare you, if your mother can.",Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,8,"Oh, your father, of course, may spare you, if your mother can.",Lady Catherine de Bourgh,Mrs. Bennet
37,chapter_all_gpt-4o-mini_individual,8,Daughters are never of so much consequence to a father.,Lady Catherine de Bourgh,Elizabeth
37,chapter_all_gpt-4o-mini_individual,8,"And if you will stay another _month_ complete, it will be in my power to take one of you as far as London, for I am going there early in June, for a week; and as Dawson does not object to the barouche-box, there will be very good room for one of you--and, indeed, if the weather should happen to be cool, I should not object to taking you both, as you are neither of you large.",Lady Catherine de Bourgh,Jane
37,chapter_all_gpt-4o-mini_individual,10,"Mrs. Collins, you must send a servant with them.",Lady Catherine de Bourgh,Mr. Collins
37,chapter_all_gpt-4o-mini_individual,10,"Miss Darcy, the daughter of Mr. Darcy of Pemberley, and Lady Anne, could not have appeared with propriety in a different manner.",Lady Catherine de Bourgh,Mr. Darcy
37,chapter_all_gpt-4o-mini_individual,11,My uncle is to send a servant for us.,Elizabeth,Mr. Bennet
37,chapter_all_gpt-4o-mini_individual,12,"He keeps a man-servant, does he?",Lady Catherine de Bourgh,Mr. Collins
37,chapter_all_gpt-4o-mini_individual,12,"If you mention my name at the Bell, you will be attended to.",Lady Catherine de Bourgh,Elizabeth
6,chapter_all_gpt-4o-mini_individual,1,"If a woman conceals her affection with the same skill from the object of it, she may lose the opportunity of fixing him; and it will then be but poor consolation to believe the world equally in the dark.",Charlotte Lucas,Jane
6,chapter_all_gpt-4o-mini_individual,1,"If a woman conceals her affection with the same skill from the object of it, she may lose the opportunity of fixing him; and it will then be but poor consolation to believe the world equally in the dark.",Charlotte Lucas,Mr. Bingley
