chapter,method,turn_id,text,character
24,chapter_all_gpt-4o-mini_individual,85,He tells me so.,Jane
24,chapter_all_gpt-4o-mini_individual,86,It passes me!,Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,87,"but no doubt it is true since you say so. How it will answer, I cannot tell: I really don’t know. Equality of position and fortune is often advisable in such cases; and there are twenty years of difference in your ages. He might almost be your father.",Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,88,"No, indeed, Mrs. Fairfax!",Jane
24,chapter_all_gpt-4o-mini_individual,89,"he is nothing like my father! No one, who saw us together, would suppose it for an instant. Mr. Rochester looks as young, and is as young, as some men at five-and-twenty.",Jane
24,chapter_all_gpt-4o-mini_individual,90,Is it really for love he is going to marry you?,Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,91,"I am sorry to grieve you,",Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,92,"but you are so young, and so little acquainted with men, I wished to put you on your guard. It is an old saying that ‘all is not gold that glitters;’ and in this case I do fear there will be something found to be different to what either you or I expect.",Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,93,Why?—am I a monster?,Jane
24,chapter_all_gpt-4o-mini_individual,94,is it impossible that Mr. Rochester should have a sincere affection for me?,Jane
24,chapter_all_gpt-4o-mini_individual,95,"No: you are very well; and much improved of late; and Mr. Rochester, I daresay, is fond of you. I have always noticed that you were a sort of pet of his. There are times when, for your sake, I have been a little uneasy at his marked preference, and have wished to put you on your guard: but I did not like to suggest even the possibility of wrong. I knew such an idea would shock, perhaps offend you; and you were so discreet, and so thoroughly modest and sensible, I hoped you might be trusted to protect yourself. Last night I cannot tell you what I suffered when I sought all over the house, and could find you nowhere, nor the master either; and then, at twelve o’clock, saw you come in with him.",Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,96,"Well, never mind that now,",Jane
24,chapter_all_gpt-4o-mini_individual,97,it is enough that all was right.,Jane
24,chapter_all_gpt-4o-mini_individual,98,"I hope all will be right in the end,",Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,99,"but believe me, you cannot be too careful. Try and keep Mr. Rochester at a distance: distrust yourself as well as him. Gentlemen in his station are not accustomed to marry their governesses.",Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,103,"Adèle may accompany us, may she not, sir?",Jane
24,chapter_all_gpt-4o-mini_individual,104,I told her no. I’ll have no brats!—I’ll have only you.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,105,"Do let her go, Mr. Rochester, if you please: it would be better.",Jane
24,chapter_all_gpt-4o-mini_individual,106,Not it: she will be a restraint.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,107,What is the matter?,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,108,all the sunshine is gone. Do you really wish the bairn to go? Will it annoy you if she is left behind?,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,109,"I would far rather she went, sir.",Jane
24,chapter_all_gpt-4o-mini_individual,110,"Then off for your bonnet, and back like a flash of lightning!",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,111,"After all, a single morning’s interruption will not matter much,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,112,"when I mean shortly to claim you—your thoughts, conversation, and company—for life.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,113,"Let her come to me,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,114,"she will, perhaps, trouble you, sir: there is plenty of room on this side.",Jane
24,chapter_all_gpt-4o-mini_individual,115,"I’ll send her to school yet,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,116,sans mademoiselle?,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,117,"Yes,",Jane
24,chapter_all_gpt-4o-mini_individual,118,"absolutely sans mademoiselle; for I am to take mademoiselle to the moon, and there I shall seek a cave in one of the white valleys among the volcano-tops, and mademoiselle shall live with me there, and only me.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,120,"I shall gather manna for her morning and night: the plains and hillsides in the moon are bleached with manna, Adèle.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,122,"Fire rises out of the lunar mountains: when she is cold, I’ll carry her up to a peak, and lay her down on the edge of a crater.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,124,Hem!,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,125,"What would you do, Adèle? Cudgel your brains for an expedient. How would a white or a pink cloud answer for a gown, do you think? And one could cut a pretty enough scarf out of a rainbow.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,126,"She is far better as she is,",Mrs. Fairfax
24,chapter_all_gpt-4o-mini_individual,128,She has consented: she has pledged her word.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,129,But you can’t get her there; there is no road to the moon: it is all air; and neither you nor she can fly.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,130,"Adèle, look at that field.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,131,"In that field, Adèle, I was walking late one evening about a fortnight since—the evening of the day you helped me to make hay in the orchard meadows; and, as I was tired with raking swaths, I sat down to rest me on a stile; and there I took out a little book and a pencil, and began to write about a misfortune that befell me long ago, and a wish I had for happy days to come: I was writing away very fast, though daylight was fading from the leaf, when something came up the path and stopped two yards off me. I looked at it. It was a little thing with a veil of gossamer on its head. I beckoned it to come near me; it stood soon at my knee. I never spoke to it, and it never spoke to me, in words; but I read its eyes, and it read mine; and our speechless colloquy was to this effect—",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,132,"It was a fairy, and come from Elf-land, it said; and its errand was to make me happy: I must go with it out of the common world to a lonely place—such as the moon, for instance—and it nodded its head towards her horn, rising over Hay-hill: it told me of the alabaster cave and silver vale where we might live. I said I should like to go; but reminded it, as you did me, that I had no wings to fly.",Jane
24,chapter_all_gpt-4o-mini_individual,133,"‘Oh,’ returned the fairy, ‘that does not signify! Here is a talisman will remove all difficulties;’ and she held out a pretty gold ring. ‘Put it,’ she said, ‘on the fourth finger of my left hand, and I am yours, and you are mine; and we shall leave earth, and make our own heaven yonder.’ She nodded again at the moon. The ring, Adèle, is in my breeches-pocket, under the disguise of a sovereign: but I mean soon to change it to a ring again.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,135,"Mademoiselle is a fairy,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,137,"contes de fée,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,139,"It might pass for the present,",Jane
24,chapter_all_gpt-4o-mini_individual,140,but he would yet see me glittering like a parterre.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,141,"It would, indeed, be a relief,",Jane
24,chapter_all_gpt-4o-mini_individual,142,"if I had ever so small an independency; I never can bear being dressed like a doll by Mr. Rochester, or sitting like a second Danae with the golden shower falling daily round me. I will write to Madeira the moment I get home, and tell my uncle John I am going to be married, and to whom: if I had but a prospect of one day bringing Mr. Rochester an accession of fortune, I could better endure to be kept by him now.",Jane
24,chapter_all_gpt-4o-mini_individual,143,"You need not look in that way,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,144,"if you do, I’ll wear nothing but my old Lowood frocks to the end of the chapter. I’ll be married in this lilac gingham: you may make a dressing-gown for yourself out of the pearl-grey silk, and an infinite series of waistcoats out of the black satin.",Jane
24,chapter_all_gpt-4o-mini_individual,145,"Oh, it is rich to see and hear her!",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,146,"Is she original? Is she piquant? I would not exchange this one little English girl for the Grand Turk’s whole seraglio, gazelle-eyes, houri forms, and all!",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,147,"I’ll not stand you an inch in the stead of a seraglio,",Jane
24,chapter_all_gpt-4o-mini_individual,148,"so don’t consider me an equivalent for one. If you have a fancy for anything in that line, away with you, sir, to the bazaars of Stamboul without delay, and lay out in extensive slave-purchases some of that spare cash you seem at a loss to spend satisfactorily here.",Jane
24,chapter_all_gpt-4o-mini_individual,149,"And what will you do, Janet, while I am bargaining for so many tons of flesh and such an assortment of black eyes?",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,150,"I’ll be preparing myself to go out as a missionary to preach liberty to them that are enslaved—your harem inmates amongst the rest. I’ll get admitted there, and I’ll stir up mutiny; and you, three-tailed bashaw as you are, sir, shall in a trice find yourself fettered amongst our hands: nor will I, for one, consent to cut your bonds till you have signed a charter, the most liberal that despot ever yet conferred.",Jane
24,chapter_all_gpt-4o-mini_individual,151,"I would consent to be at your mercy, Jane.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,152,"I would have no mercy, Mr. Rochester, if you supplicated for it with an eye like that. While you looked so, I should be certain that whatever charter you might grant under coercion, your first act, when released, would be to violate its conditions.",Jane
24,chapter_all_gpt-4o-mini_individual,153,"Why, Jane, what would you have? I fear you will compel me to go through a private marriage ceremony, besides that performed at the altar. You will stipulate, I see, for peculiar terms—what will they be?",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,154,"I only want an easy mind, sir; not crushed by crowded obligations. Do you remember what you said of Céline Varens?—of the diamonds, the cashmeres you gave her? I will not be your English Céline Varens. I shall continue to act as Adèle’s governess; by that I shall earn my board and lodging, and thirty pounds a year besides. I’ll furnish my own wardrobe out of that money, and you shall give me nothing but—",Jane
24,chapter_all_gpt-4o-mini_individual,155,"Well, but what?",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,156,"Your regard; and if I give you mine in return, that debt will be quit.",Jane
24,chapter_all_gpt-4o-mini_individual,157,"Well, for cool native impudence and pure innate pride, you haven’t your equal,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,158,Will it please you to dine with me to-day?,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,159,"No, thank you, sir.",Jane
24,chapter_all_gpt-4o-mini_individual,160,"And what for, ‘no, thank you?’ if one may inquire.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,161,"I never have dined with you, sir: and I see no reason why I should now: till—",Jane
24,chapter_all_gpt-4o-mini_individual,162,Till what? You delight in half-phrases.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,163,Till I can’t help it.,Jane
24,chapter_all_gpt-4o-mini_individual,164,"Do you suppose I eat like an ogre or a ghoul, that you dread being the companion of my repast?",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,165,"I have formed no supposition on the subject, sir; but I want to go on as usual for another month.",Jane
24,chapter_all_gpt-4o-mini_individual,166,You will give up your governessing slavery at once.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,167,"Indeed, begging your pardon, sir, I shall not. I shall just go on with it as usual. I shall keep out of your way all day, as I have been accustomed to do: you may send for me in the evening, when you feel disposed to see me, and I’ll come then; but at no other time.",Jane
24,chapter_all_gpt-4o-mini_individual,168,"I want a smoke, Jane, or a pinch of snuff, to comfort me under all this, ‘pour me donner une contenance,’ as Adèle would say; and unfortunately I have neither my cigar-case, nor my snuff-box. But listen—whisper. It is your time now, little tyrant, but it will be mine presently; and when once I have fairly seized you, to have and to hold, I’ll just—figuratively speaking—attach you to a chain like this",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,169,"Yes, bonny wee thing, I’ll wear you in my bosom, lest my jewel I should tyne.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,170,Did I like his voice?,Jane
24,chapter_all_gpt-4o-mini_individual,171,Very much.,Jane
24,chapter_all_gpt-4o-mini_individual,172,"Then, Jane, you must play the accompaniment.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,173,"Very well, sir, I will try.",Jane
24,chapter_all_gpt-4o-mini_individual,174,a little bungler.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,175,"The truest love that ever heart Felt at its kindled core, Did through each vein, in quickened start, The tide of being pour.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,176,whom he was going to marry now?,Jane
24,chapter_all_gpt-4o-mini_individual,177,That was a strange question to be put by his darling Jane.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,178,Indeed! I considered it a very natural and necessary one: he had talked of his future wife dying with him. What did he mean by such a pagan idea? _I_ had no intention of dying with him—he might depend on that.,Jane
24,chapter_all_gpt-4o-mini_individual,179,"Oh, all he longed, all he prayed for, was that I might live with him! Death was not for such as I.",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,180,"Indeed it was: I had as good a right to die when my time came as he had: but I should bide that time, and not be hurried away in a suttee.",Jane
24,chapter_all_gpt-4o-mini_individual,181,"Would I forgive him for the selfish idea, and prove my pardon by a reconciling kiss?",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,182,No: I would rather be excused.,Jane
24,chapter_all_gpt-4o-mini_individual,183,hard little thing;,Jane
24,chapter_all_gpt-4o-mini_individual,184,any other woman would have been melted to marrow at hearing such stanzas crooned in her praise.,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,185,Would I be quiet and talk rationally?,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,186,"I would be quiet if he liked, and as to talking rationally, I flattered myself I was doing that now.",Jane
24,chapter_all_gpt-4o-mini_individual,187,"Very good,",Jane
24,chapter_all_gpt-4o-mini_individual,188,"you may fume and fidget as you please: but this is the best plan to pursue with you, I am certain. I like you more than I can say; but I’ll not sink into a bathos of sentiment: and with this needle of repartee I’ll keep you from the edge of the gulf too; and, moreover, maintain by its pungent aid that distance between you and myself most conducive to our real mutual advantage.",Jane
24,chapter_all_gpt-4o-mini_individual,189,"I wish you good-night, sir,",Jane
24,chapter_all_gpt-4o-mini_individual,190,love,Jane
24,chapter_all_gpt-4o-mini_individual,191,darling,Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,192,"provoking puppet,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,193,"malicious elf,",Mr. Rochester
24,chapter_all_gpt-4o-mini_individual,194,"sprite,",Jane
24,chapter_all_gpt-4o-mini_individual,195,"changeling,",Jane
24,chapter_all_gpt-4o-mini_individual,196,"I can keep you in reasonable check now,",Jane
24,chapter_all_gpt-4o-mini_individual,197,"and I don’t doubt to be able to do it hereafter: if one expedient loses its virtue, another must be devised.",Jane
32,chapter_all_gpt-4o-mini_individual,1,"I love you, and I know you prefer me. It is not despair of success that keeps me dumb. If I offered my heart, I believe you would accept it. But that heart is already laid on a sacred altar: the fire is arranged round it. It will soon be no more than a sacrifice consumed.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,5,"Indeed,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,7,"I am come to see how you are spending your holiday,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,8,"Not, I hope, in thought? No, that is well: while you draw you will not feel lonely. You see, I mistrust you still, though you have borne up wonderfully so far. I have brought you a book for evening solace,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,9,Marmion,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,10,Marmion,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,11,"With all his firmness and self-control,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,14,"Very well,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,16,Is this portrait like?,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,17,Like! Like whom? I did not observe it closely.,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,19,"Oh, that is nothing yet,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,22,"A well-executed picture,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,23,"very soft, clear colouring; very graceful and correct drawing.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,25,"Miss Oliver, I presume.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,27,It is like!,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,28,"the eye is well managed: the colour, light, expression, are perfect. It smiles!",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,29,"Would it comfort, or would it wound you to have a similar painting? Tell me that. When you are at Madagascar, or at the Cape, or in India, would it be a consolation to have that memento in your possession? or would the sight of it bring recollections calculated to enervate and distress?",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,30,That I should like to have it is certain: whether it would be judicious or wise is another question.,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,32,burst,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,33,the silent sea,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,34,"She likes you, I am sure,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,35,"and her father respects you. Moreover, she is a sweet girl—rather thoughtless; but you would have sufficient thought for both yourself and her. You ought to marry her.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,36,_Does_ she like me?,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,37,Certainly; better than she likes any one else. She talks of you continually: there is no subject she enjoys so much or touches upon so often.,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,38,"It is very pleasant to hear this,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,39,very: go on for another quarter of an hour.,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,40,"But where is the use of going on,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,42,"Don’t imagine such hard things. Fancy me yielding and melting, as I am doing: human love rising like a freshly opened fountain in my mind and overflowing with sweet inundation all the field I have so carefully and with such labour prepared—so assiduously sown with the seeds of good intentions, of self-denying plans. And now it is deluged with a nectarous flood—the young germs swamped—delicious poison cankering them: now I see myself stretched on an ottoman in the drawing-room at Vale Hall at my bride Rosamond Oliver’s feet: she is talking to me with her sweet voice—gazing down on me with those eyes your skilful hand has copied so well—smiling at me with these coral lips. She is mine—I am hers—this present life and passing world suffice to me. Hush! say nothing—my heart is full of delight—my senses are entranced—let the time I marked pass in peace.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,43,"Now,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,44,"that little space was given to delirium and delusion. I rested my temples on the breast of temptation, and put my neck voluntarily under her yoke of flowers; I tasted her cup. The pillow was burning: there is an asp in the garland: the wine has a bitter taste: her promises are hollow—her offers false: I see and know all this.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,45,"It is strange,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,46,"that while I love Rosamond Oliver so wildly—with all the intensity, indeed, of a first passion, the object of which is exquisitely beautiful, graceful, fascinating—I experience at the same time a calm, unwarped consciousness that she would not make me a good wife; that she is not the partner suited to me; that I should discover this within a year after marriage; and that to twelve months’ rapture would succeed a lifetime of regret. This I know.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,47,Strange indeed!,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,48,"While something in me,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,49,"is acutely sensible to her charms, something else is as deeply impressed with her defects: they are such that she could sympathise in nothing I aspired to—co-operate in nothing I undertook. Rosamond a sufferer, a labourer, a female apostle? Rosamond a missionary’s wife? No!",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,51,"Relinquish! What! my vocation? My great work? My foundation laid on earth for a mansion in heaven? My hopes of being numbered in the band who have merged all ambitions in the glorious one of bettering their race—of carrying knowledge into the realms of ignorance—of substituting peace for war—freedom for bondage—religion for superstition—the hope of heaven for the fear of hell? Must I relinquish that? It is dearer than the blood in my veins. It is what I have to look forward to, and to live for.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,53,"Miss Oliver is ever surrounded by suitors and flatterers: in less than a month, my image will be effaced from her heart. She will forget me; and will marry, probably, some one who will make her far happier than I should do.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,54,You speak coolly enough; but you suffer in the conflict. You are wasting away.,Mary Rivers
32,chapter_all_gpt-4o-mini_individual,55,"No. If I get a little thin, it is with anxiety about my prospects, yet unsettled—my departure, continually procrastinated. Only this morning, I received intelligence that the successor, whose arrival I have been so long expecting, cannot be ready to replace me for three months to come yet; and perhaps the three months may extend to six.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,56,You tremble and become flushed whenever Miss Oliver enters the schoolroom.,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,57,"You _are_ original,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,58,"and not timid. There is something brave in your spirit, as well as penetrating in your eye; but allow me to assure you that you partially misinterpret my emotions. You think them more profound and potent than they are. You give me a larger allowance of sympathy than I have a just claim to. When I colour, and when I shake before Miss Oliver, I do not pity myself. I scorn the weakness. I know it is ignoble: a mere fever of the flesh: not, I declare, the convulsion of the soul. _That_ is just as fixed as a rock, firm set in the depths of a restless sea. Know me to be what I am—a cold hard man.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,59,"You have taken my confidence by storm,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,60,"and now it is much at your service. I am simply, in my original state—stripped of that blood-bleached robe with which Christianity covers human deformity—a cold, hard, ambitious man. Natural affection only, of all the sentiments, has permanent power over me. Reason, and not feeling, is my guide; my ambition is unlimited: my desire to rise higher, to do more than others, insatiable. I honour endurance, perseverance, industry, talent; because these are the means by which men achieve great ends and mount to lofty eminence. I watch your career with interest, because I consider you a specimen of a diligent, orderly, energetic woman: not because I deeply compassionate what you have gone through, or what you still suffer.",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,61,"You would describe yourself as a mere pagan philosopher,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,62,"No. There is this difference between me and deistic philosophers: I believe; and I believe the Gospel. You missed your epithet. I am not a pagan, but a Christian philosopher—a follower of the sect of Jesus. As His disciple I adopt His pure, His merciful, His benignant doctrines. I advocate them: I am sworn to spread them. Won in youth to religion, she has cultivated my original qualities thus:—From the minute germ, natural affection, she has developed the overshadowing tree, philanthropy. From the wild stringy root of human uprightness, she has reared a due sense of the Divine justice. Of the ambition to win power and renown for my wretched self, she has formed the ambition to spread my Master’s kingdom; to achieve victories for the standard of the cross. So much has religion done for me; turning the original materials to the best account; pruning and training nature. But she could not eradicate nature: nor will it be eradicated ‘till this mortal shall put on immortality.’",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,63,"She _is_ lovely,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,64,"She is well named the Rose of the World, indeed!",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,65,And may I not paint one like it for you?,Mary Rivers
32,chapter_all_gpt-4o-mini_individual,66,_Cui bono_? No.,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,67,What is the matter?,St. John Rivers
32,chapter_all_gpt-4o-mini_individual,68,"Nothing in the world,",St. John Rivers
32,chapter_all_gpt-4o-mini_individual,69,"good-afternoon,",St. John Rivers
26,chapter_all_gpt-4o-mini_individual,2,Jane!,Jane
26,chapter_all_gpt-4o-mini_individual,3,Lingerer!,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,4,"my brain is on fire with impatience, and you tarry so long!",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,5,"fair as a lily, and not only the pride of his life, but the desire of his eyes,",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,6,Is John getting the carriage ready?,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,7,"Yes, sir.",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,8,Is the luggage brought down?,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,9,"They are bringing it down, sir.",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,10,Go you to the church: see if Mr. Wood (the clergyman) and the clerk are there: return and tell me.,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,11,"Mr. Wood is in the vestry, sir, putting on his surplice.",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,12,And the carriage?,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,13,The horses are harnessing.,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,14,"We shall not want it to go to church; but it must be ready the moment we return: all the boxes and luggage arranged and strapped on, and the coachman in his seat.",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,15,"Yes, sir.",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,16,"Jane, are you ready?",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,17,Am I cruel in my love?,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,18,"Delay an instant: lean on me, Jane.",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,19,"I require and charge you both (as ye will answer at the dreadful day of judgment, when the secrets of all hearts shall be disclosed), that if either of you know any impediment why ye may not lawfully be joined together in matrimony, ye do now confess it; for be ye well assured that so many as are coupled together otherwise than God’s Word doth allow, are not joined together by God, neither is their matrimony lawful.",Mr. Wood
26,chapter_all_gpt-4o-mini_individual,20,Wilt thou have this woman for thy wedded wife?,Mr. Wood
26,chapter_all_gpt-4o-mini_individual,21,The marriage cannot go on: I declare the existence of an impediment.,Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,22,Proceed.,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,23,"I cannot proceed without some investigation into what has been asserted, and evidence of its truth or falsehood.",Mr. Wood
26,chapter_all_gpt-4o-mini_individual,24,"The ceremony is quite broken off,",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,25,I am in a condition to prove my allegation: an insuperable impediment to this marriage exists.,Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,26,What is the nature of the impediment?,Mr. Wood
26,chapter_all_gpt-4o-mini_individual,27,Perhaps it may be got over—explained away?,Mr. Wood
26,chapter_all_gpt-4o-mini_individual,28,"Hardly,",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,29,"I have called it insuperable, and I speak advisedly.",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,30,It simply consists in the existence of a previous marriage. Mr. Rochester has a wife now living.,Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,31,Who are you?,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,32,"My name is Briggs, a solicitor of —— Street, London.",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,33,And you would thrust on me a wife?,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,34,"I would remind you of your lady’s existence, sir, which the law recognises, if you do not.",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,35,"Favour me with an account of her—with her name, her parentage, her place of abode.",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,36,Certainly.,Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,37,"‘I affirm and can prove that on the 20th of October A.D. —— (a date of fifteen years back), Edward Fairfax Rochester, of Thornfield Hall, in the county of ——, and of Ferndean Manor, in ——shire, England, was married to my sister, Bertha Antoinetta Mason, daughter of Jonas Mason, merchant, and of Antoinetta his wife, a Creole, at —— church, Spanish Town, Jamaica. The record of the marriage will be found in the register of that church—a copy of it is now in my possession. Signed, Richard Mason.’",Richard Mason
26,chapter_all_gpt-4o-mini_individual,38,"That—if a genuine document—may prove I have been married, but it does not prove that the woman mentioned therein as my wife is still living.",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,39,"She was living three months ago,",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,40,How do you know?,Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,41,"I have a witness to the fact, whose testimony even you, sir, will scarcely controvert.",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,42,Produce him—or go to hell.,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,43,"I will produce him first—he is on the spot. Mr. Mason, have the goodness to step forward.",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,44,Good God!,Mr. Mason
26,chapter_all_gpt-4o-mini_individual,45,What have _you_ to say?,Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,46,"The devil is in it if you cannot answer distinctly. I again demand, what have _you_ to say?",Mr. Rochester
26,chapter_all_gpt-4o-mini_individual,47,"Sir—sir,",Mr. Briggs
26,chapter_all_gpt-4o-mini_individual,48,do not forget you are in a sacred place.,Mr. Wood
